attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
,2,38724,,OG_206,Stormcrack,SPELL,OVERLOAD,,,,,,,,,,,,,,,,
5,6,38725,5,OG_207,Faceless Summoner,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,5,38722,6,OG_209,Hallazeal the Ascended,MINION,TRIGGER_VISUAL,ELEMENTAL,,,,,,,,,,,,,,,
,9,38727,,OG_211,Call of the Wild,SPELL,,,,,,,,,,,,,,,,,
3,4,38734,3,OG_216,Infested Wolf,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
1,1,38735,1,OG_216a,Spider,MINION,,BEAST,,,,,,,,,,,,,,,
2,4,38738,6,OG_218,Bloodhoof Brave,MINION,ENRAGED,,,,,,,,,,,,,,,,
,,40245,,OG_218e,Enraged,ENCHANTMENT,ENRAGED,,,,,,,,,,,,,,,,
6,7,38739,5,OG_220,Malkorok,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,1,38740,1,OG_221,Selfless Hero,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,3,38745,,OG_222,Rallying Blade,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,
,,38744,,OG_222e,Rally,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38749,,OG_223,Divine Strength,SPELL,,,,,,,,,,,,,,,,,
,,38748,,OG_223e,Optimism,ENCHANTMENT,,,,,,,,,,,,,,,,,
8,8,38758,8,OG_229,"Ragnaros, Lightlord",MINION,TRIGGER_VISUAL,ELEMENTAL,,,,,,,,,,,,,,,
4,5,38764,5,OG_234,Darkshire Alchemist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,10,38770,,OG_239,DOOM!,SPELL,,,,,,,,,,,,,,,,,
1,1,38774,1,OG_241,Possessed Villager,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,1,38773,1,OG_241a,Shadowbeast,MINION,,,,,,,,,,,,,,,,,
3,2,38781,1,OG_247,Twisted Worgen,MINION,STEALTH,,,,,,,,,,,,,,,,
1,3,38782,5,OG_248,Am'gam Rager,MINION,,,,,,,,,,,,,,,,,
2,4,38784,3,OG_249,Infested Tauren,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
2,2,38783,2,OG_249a,Slime,MINION,,,,,,,,,,,,,,,,,
2,4,38792,4,OG_254,Eater of Secrets,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38959,,OG_254e,Secretly Sated,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,8,38795,9,OG_255,Doomcaller,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,3,38797,2,OG_256,Spawn of N'Zoth,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,38796,,OG_256e,Slimed,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,38825,4,OG_267,Southsea Squidface,MINION,DEATHRATTLE,PIRATE,,,,,,,,,,,,,,,
,,39100,,OG_267e,Squid Oil Sheen,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,8,38829,7,OG_270a,Nerubian Soldier,MINION,,,,,,,,,,,,,,,,,
2,6,38832,8,OG_271,Scaled Nightmare,MINION,TRIGGER_VISUAL,DRAGON,,,,,,,,,,,,,,,
,,38831,,OG_271e,Terrifying Visage,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,4,38833,1,OG_272,Twilight Summoner,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
5,4,38999,5,OG_272t,Faceless Destroyer,MINION,,,,,,,,,,,,,,,,,
,5,38843,,OG_273,Stand Against Darkness,SPELL,,,,,,,,,,,,,,,,,
,3,38848,,OG_276,Blood Warriors,SPELL,,,,,,,,,,,,,,,,,
6,10,38856,6,OG_279,C'Thun,MINION,,,,,,,,,,,,,,,,,
6,10,38857,6,OG_280,C'Thun,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,2,38859,3,OG_281,Beckoner of Evil,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38858,,OG_281e,Fanatic Devotion,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,9,38861,4,OG_282,Blade of C'Thun,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38860,,OG_282e,Devotion of the Blade,ENCHANTMENT,BATTLECRY,,,,,,,,,,,,,,,,
4,4,38863,2,OG_283,C'Thun's Chosen,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,2,38864,4,OG_284,Twilight Geomancer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38948,,OG_284e,Geomancy,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,38868,4,OG_286,Twilight Elder,MINION,RITUAL,,,,,,,,,,,,,,,,
4,6,38873,6,OG_290,Ancient Harbinger,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,38907,,OG_290e,Caller Devotion,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,38876,4,OG_291,Shadowcaster,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,39089,,OG_291e,Flickering Darkness,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,3,38875,2,OG_292,Forlorn Stalker,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38874,,OG_292e,Night's Devotion,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,38882,7,OG_293,Dark Arakkoa,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,38881,,OG_293e,Arrakoa Devotion,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,39000,,OG_293f,Dark Guardian,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,38888,4,OG_295,Cult Apothecary,MINION,BATTLECRY,,,,,,,,,,,,,,,,
6,8,38895,7,OG_300,The Boogeymonster,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,38894,,OG_300e,Tasty!,ENCHANTMENT,,,,,,,,,,,,,,,,,
6,7,38897,6,OG_301,Ancient Shieldbearer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,5,38898,6,OG_302,Usher of Souls,MINION,RITUAL,,,,,,,,,,,,,,,,
,,39006,,OG_302e,Soul Power,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,2,38900,2,OG_303,Cult Sorcerer,MINION,RITUAL,,,,,,,,,,,,,,,,
,,38899,,OG_303e,Sorcerous Devotion,ENCHANTMENT,,,,,,,,,,,,,,,,,
8,8,38909,8,OG_308,Giant Sand Worm,MINION,TRIGGER_VISUAL,BEAST,,,,,,,,,,,,,,,
6,5,38910,5,OG_309,Princess Huhuran,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
3,3,38911,3,OG_310,Steward of Darkshire,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,2,38913,,OG_311,A Light in the Darkness,SPELL,,,,,,,,,,,,,,,,,
,,38912,,OG_311e,Beacon of Hope,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,38914,1,OG_312,N'Zoth's First Mate,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,38973,,OG_312e,Upgraded,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,3,38916,2,OG_313,Addled Grizzly,MINION,TRIGGER_VISUAL,BEAST,,,,,,,,,,,,,,,
,,38915,,OG_313e,Addled,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,38918,,OG_314,Blood To Ichor,SPELL,,,,,,,,,,,,,,,,,
2,2,38968,2,OG_314b,Slime,MINION,,,,,,,,,,,,,,,,,
3,3,38920,4,OG_315,Bloodsail Cultist,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,38919,,OG_315e,Reforged,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,38922,5,OG_316,Herald Volazj,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,39013,,OG_316k,Shadowy,ENCHANTMENT,,,,,,,,,,,,,,,,,
12,10,38943,12,OG_317,"Deathwing, Dragonlord",MINION,DEATHRATTLE,DRAGON,,,,,,,,,,,,,,,
6,7,38944,6,OG_318,"Hogger, Doom of Elwynn",MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,2,39842,2,OG_318t,Gnoll,MINION,TAUNT,,,,,,,,,,,,,,,,
4,7,38946,6,OG_319,Twin Emperor Vek'nilash,MINION,TAUNT,,,,,,,,,,,,,,,,
1,4,38957,4,OG_320,Midnight Drake,MINION,BATTLECRY,DRAGON,,,,,,,,,,,,,,,
,,38956,,OG_320e,Hour of Corruption,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,5,38958,6,OG_321,Crazed Worshipper,MINION,RITUAL,,,,,,,,,,,,,,,,
,,39007,,OG_321e,Power of Faith,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,4,38960,5,OG_322,Blackwater Pirate,MINION,,PIRATE,,,,,,,,,,,,,,,
4,4,38961,2,OG_323,Polluted Hoarder,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
2,3,38985,5,OG_325,Carrion Grub,MINION,,BEAST,,,,,,,,,,,,,,,
4,2,39002,1,OG_326,Duskboar,MINION,,BEAST,,,,,,,,,,,,,,,
2,3,39003,4,OG_327,Squirming Tentacle,MINION,TAUNT,,,,,,,,,,,,,,,,
4,4,39008,5,OG_328,Master of Evolution,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,2,39026,2,OG_330,Undercity Huckster,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,4,39033,6,OG_334,Hooded Acolyte,MINION,RITUAL,,,,,,,,,,,,,,,,
4,4,39034,3,OG_335,Shifting Shade,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,4,39041,3,OG_337,Cyclopian Horror,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,39045,,OG_337e,Eve of Destruction,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,39046,4,OG_338,"Nat, the Darkfisher",MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
7,6,39118,6,OG_339,Skeram Cultist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,39135,,OG_339e,Vassal's Subservience,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,9,39119,9,OG_340,Soggoth the Slitherer,MINION,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
,1,2151,,PART_001,Armor Plating,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,,2158,,PART_001e,Armor Plating,ENCHANTMENT,SPARE_PART,,,,,,,,,,,,,,,,
,1,2152,,PART_002,Time Rewinder,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,1,2153,,PART_003,Rusty Horn,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,1,2154,,PART_004,Finicky Cloakfield,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,,2372,,PART_004e,Cloaked,ENCHANTMENT,SPARE_PART,,,,,,,,,,,,,,,,
,1,2155,,PART_005,Emergency Coolant,SPELL,FREEZE,,,,,,,,,,,,,,,,
,1,2156,,PART_006,Reversing Switch,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,,2405,,PART_006a,Switched,ENCHANTMENT,SPARE_PART,,,,,,,,,,,,,,,,
,1,2150,,PART_007,Whirling Blades,SPELL,SPARE_PART,,,,,,,,,,,,,,,,
,,2160,,PART_007e,Whirling Blades,ENCHANTMENT,SPARE_PART,,,,,,,,,,,,,,,,
,0,,,PlaceholderCard,,,,,,,,,,,,,,,,,,,
5,5,1754,5,PRO_001,Elite Tauren Chieftain,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,4,1843,,PRO_001a,I Am Murloc,SPELL,,,,,,,,,,,,,,,,,
1,0,1844,1,PRO_001at,Murloc,MINION,,MURLOC,,,,,,,,,,,,,,,
,4,1845,,PRO_001b,Rogues Do It...,SPELL,,,,,,,,,,,,,,,,,
,4,1846,,PRO_001c,Power of the Horde,SPELL,,,,,,,,,,,,,,,,,
1,1,1077,1,skele11,Skeleton,MINION,,,,,,,,,,,,,,,,,
2,1,471,1,skele21,Damaged Golem,MINION,,MECHANICAL,,,,,,,,,,,,,,,
,,46435,,TagTeamIceBlock,Tag Team Ice Block,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,2643,,TB_001,Boss HP Swapper,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,2656,,TB_006,Big Banana,SPELL,,,,,,,,,,,,,,,,,
,,2657,,TB_006e,Big Banana,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,2658,,TB_007,Deviate Banana,SPELL,,,,,,,,,,,,,,,,,
,,10081,,TB_007e,Deviate Switch,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,2659,,TB_008,Rotten Banana,SPELL,AFFECTED_BY_SPELL_POWER,,,,,,,,,,,,,,,,
,,2685,,TB_009,Create 15 Secrets,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,2699,,TB_010,Deckbuilding Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,2722,,TB_010e,Choose One of Three,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,2702,,TB_011,Tarnished Coin,SPELL,,,,,,,,,,,,,,,,,
,0,2710,,TB_012,Choose a New Card!,SPELL,,,,,,,,,,,,,,,,,
,,2761,,TB_013,Player Choice Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,2762,,TB_014,Choose a New Card!,SPELL,,,,,,,,,,,,,,,,,
2,2,2841,3,TB_015,Pirate,MINION,,PIRATE,,,,,,,,,,,,,,,
,,45370,,TB_100th_001,Valeera's Bag Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,45643,,TB_100th_BananaPlayerEnchant,Bananas on Death,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38949,,TB_AllMinionsTauntCharge,Give Taunt and Charge,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38977,,TB_BlingBrawl_Blade1e,Blingtron's Blade,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38984,,TB_BlingBrawl_Blade2e,Blingtron's Blade HERO,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38974,,TB_BlingBrawl_Hero1e,Sharpened,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,38975,,TB_BlingBrawl_Hero1p,Sharpen,HERO_POWER,,,,,,,,,,,,,,,,,
2,1,38978,,TB_BlingBrawl_Weapon,Foam Sword,WEAPON,,,,,,,,,,,,,,,,,
,,42154,,TB_Blizzcon2016_GoonsEnchant,The Grimy Goons,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,42153,,TB_Blizzcon2016_KabalEnchant,The Kabal,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,42152,,TB_Blizzcon2016_LotusEnchant,The Jade Lotus,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,42207,,TB_BoomAnnoy_001e,Loves Annoy-o-tron,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,40000,,TB_BoomBotFestival_001e,Boom Bot Attached,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,52524,,TB_BossBattle_KoboldHP,Magic Candle,HERO_POWER,,,,,,,,,,,,,,,,,
,,42666,,TB_BossRumble001hpe,Smuggling,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,42644,30,TB_BossRumble_001,Han'Cho,HERO,,,,,,,,,,,,,,,,,
,2,42667,,TB_BossRumble_001hp,Smuggle,HERO_POWER,,,,,,,,,,,,,,,,,
,,42645,30,TB_BossRumble_002,Aya Blackpaw,HERO,,,,,,,,,,,,,,,,,
,4,42662,,TB_BossRumble_002hp,Construct Golem,HERO_POWER,,,,,,,,,,,,,,,,,
,,42646,30,TB_BossRumble_003,Kazakus,HERO,,,,,,,,,,,,,,,,,
,2,42657,,TB_BossRumble_003hp,Brew Potion,HERO_POWER,,,,,,,,,,,,,,,,,
,0,42476,,TB_BRMA01_2H_2,Pile On!!!,HERO_POWER,,,,,,,,,,,,,,,,,
,1,42473,,TB_BRMA10_3H,The Rookery,HERO_POWER,,,,,,,,,,,,,,,,,
,,47534,80,TB_BuildaBoss_001,Catacomb Boss,HERO,,,,,,,,,,,,,,,,,
,2,47532,,TB_BuildaBoss_404p,Toxic Fumes,HERO_POWER,,,,,,,,,,,,,,,,,
,2,51180,,TB_CheaterChess_Black,Castle,HERO_POWER,,,,,,,,,,,,,,,,,
,0,40044,,TB_ClassRandom_Druid,Second Class: Druid,SPELL,,,,,,,,,,,,,,,,,
,0,40043,,TB_ClassRandom_Hunter,Second Class: Hunter,SPELL,,,,,,,,,,,,,,,,,
,0,40042,,TB_ClassRandom_Mage,Second Class: Mage,SPELL,,,,,,,,,,,,,,,,,
,0,40041,,TB_ClassRandom_Paladin,Second Class: Paladin,SPELL,,,,,,,,,,,,,,,,,
,,45407,,TB_ClassRandom_Pick2nd_100th,Pick your second class,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,40033,,TB_ClassRandom_PickSecondClass,Pick your second class,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,40040,,TB_ClassRandom_Priest,Second Class: Priest,SPELL,,,,,,,,,,,,,,,,,
,0,40039,,TB_ClassRandom_Rogue,Second Class: Rogue,SPELL,,,,,,,,,,,,,,,,,
,0,40038,,TB_ClassRandom_Shaman,Second Class: Shaman,SPELL,,,,,,,,,,,,,,,,,
,0,40037,,TB_ClassRandom_Warlock,Second Class: Warlock,SPELL,,,,,,,,,,,,,,,,,
,0,40031,,TB_ClassRandom_Warrior,Second Class: Warrior,SPELL,,,,,,,,,,,,,,,,,
9,10,38406,80,TB_CoOp_Mechazod2,Overloaded Mechazod,MINION,,,,,,,,,,,,,,,,,
2,10,38326,95,TB_CoOp_Mechazod_OLD,Gearmaster Mechazod,MINION,TAUNT,,,,,,,,,,,,,,,,
2,10,38950,95,TB_CoOp_Mechazod_V2,Gearmaster Mechazod,MINION,TAUNT,,,,,,,,,,,,,,,,
,0,20410,,TB_CoOpBossSpell_1,Prioritize,SPELL,,,,,,,,,,,,,,,,,
,0,38284,,TB_CoOpBossSpell_2,Bomb Salvo,SPELL,,,,,,,,,,,,,,,,,
,0,38288,,TB_CoOpBossSpell_3,Release Coolant,SPELL,,,,,,,,,,,,,,,,,
,0,38287,,TB_CoOpBossSpell_4,Overclock,SPELL,,,,,,,,,,,,,,,,,
,0,38289,,TB_CoOpBossSpell_5,Double Zap,SPELL,,,,,,,,,,,,,,,,,
,0,38290,,TB_CoOpBossSpell_6,Kill the Lorewalker,SPELL,,,,,,,,,,,,,,,,,
2,2,40242,3,TB_CoopHero_001,Netherspite Infernal,MINION,,,,,,,,,,,,,,,,,
,0,40243,,TB_CoopHero_002,Power (Spell),SPELL,,,,,,,,,,,,,,,,,
,,40186,100,TB_CoopHero_H_001,Coop Boss,HERO,,,,,,,,,,,,,,,,,
,0,40221,,TB_CoopHero_HP_001,Madness,HERO_POWER,,,,,,,,,,,,,,,,,
,0,40353,,TB_CoOpv3_001,Glorious Finale,SPELL,,,,,,,,,,,,,,,,,
,0,40386,,TB_CoOpv3_002,Twisted Light,SPELL,,,,,,,,,,,,,,,,,
,0,40358,,TB_CoOpv3_003,Bamboozle,SPELL,,,,,,,,,,,,,,,,,
,0,40352,,TB_CoOpv3_004,Cleave,SPELL,,,,,,,,,,,,,,,,,
,0,40341,,TB_CoOpv3_005,Cleave,SPELL,,,,,,,,,,,,,,,,,
,0,40315,,TB_CoOpv3_006,Elemental Eruption,SPELL,,,,,,,,,,,,,,,,,
,0,40316,,TB_CoOpv3_007,Flame Missiles,SPELL,,,,,,,,,,,,,,,,,
,0,40317,,TB_CoOpv3_008,Flame Missiles,SPELL,,,,,,,,,,,,,,,,,
,0,40500,,TB_CoOpv3_009,Explosive Rune,SPELL,,,,,,,,,,,,,,,,,
,,40290,,TB_CoOpv3_009e,Going Nova,ENCHANTMENT,TAUNT,,,,,,,,,,,,,,,,
0,2,40499,3,TB_Coopv3_009t,Explosive Rune,MINION,TAUNT,,,,,,,,,,,,,,,,
,0,40498,,TB_CoOpv3_010,Explosive Runes,SPELL,,,,,,,,,,,,,,,,,
,0,40532,,TB_CoOpv3_011,Don't Push Me!,SPELL,,,,,,,,,,,,,,,,,
,0,40545,,TB_CoOpv3_012,Immolate,SPELL,,,,,,,,,,,,,,,,,
,0,40546,,TB_CoOpv3_013,Immolate,SPELL,,,,,,,,,,,,,,,,,
3,3,40377,4,TB_Coopv3_100,Dragonscale Warrior,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
5,5,40380,6,TB_Coopv3_101,Freewheeling Skulker,MINION,,,,,,,,,,,,,,,,,
,,40524,,TB_CoOpv3_101e,Team Player Enchantment,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,40383,,TB_Coopv3_102,Shadow or Light?,SPELL,,,,,,,,,,,,,,,,,
,0,40384,,TB_Coopv3_102a,Secrets of Shadow,SPELL,,,,,,,,,,,,,,,,,
,0,40385,,TB_Coopv3_102b,Alms of Light,SPELL,,,,,,,,,,,,,,,,,
3,5,40387,3,TB_Coopv3_103,Intrepid Dragonstalker,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
4,4,40520,4,TB_Coopv3_104,Main Tank,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,4,41653,4,TB_Coopv3_104_NewClasses,Main Tank,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,40519,,TB_CoOpv3_104e,Unity,ENCHANTMENT,,,,,,,,,,,,,,,,,
0,4,40544,7,TB_Coopv3_105,Raid Healer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,0,41665,,TB_CoOpv3_200,Follow MY Rules!,SPELL,,,,,,,,,,,,,,,,,
,0,41667,,TB_CoOpv3_201,Cast from Shadow,SPELL,,,,,,,,,,,,,,,,,
,0,41696,,TB_CoOpv3_202,Vicious Swipe,SPELL,,,,,,,,,,,,,,,,,
,0,41706,,TB_CoOpv3_203,Meddling Fool!,SPELL,,,,,,,,,,,,,,,,,
0,10,40259,200,TB_CoOpv3_Boss,Nefarian,MINION,TAUNT,DRAGON,,,,,,,,,,,,,,,
,,40533,,TB_CoOpv3_BOSS2e,Getting Angry....,ENCHANTMENT,ENRAGED,,,,,,,,,,,,,,,,
,,40585,,TB_CoOpv3_BOSS3e,Enough!,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,,40730,,TB_CoOpv3_BOSS4e,Cowed,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
0,10,45369,200,TB_CoOpv3_Boss_FB,Nefarian,MINION,TAUNT,DRAGON,,,,,,,,,,,,,,,
0,10,41609,200,TB_CoOpv3_Boss_NewClasses,Nefarian,MINION,TAUNT,DRAGON,,,,,,,,,,,,,,,
,,40356,,TB_CoOpv3_BOSSe,WHY WON'T YOU DIE!?,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,40427,,TB_DeckRecipe_MyDeckID,My Deck ID,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,42259,,TB_DiscoverMyDeck_Discovery,Peruse,SPELL,,,,,,,,,,,,,,,,,
,,42272,,TB_DiscoverMyDeck_Enchantment,Discover My Deck Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,8,52237,30,TB_DK_Anduin,Shadowreaper Anduin,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,8,52233,30,TB_DK_Garrosh,Scourgelord Garrosh,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,10,52238,30,TB_DK_Guldan,Bloodreaver Gul'dan,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,9,52239,30,TB_DK_Jaina,Frost Lich Jaina,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,7,52232,30,TB_DK_Malfurion,Malfurion the Pestilent,HERO,CHOOSE_ONE,,,,,,,,,,,,,,,,
,6,52236,30,TB_DK_Rexxar,Deathstalker Rexxar,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,5,52231,30,TB_DK_Thrall,"Thrall, Deathseer",HERO,BATTLECRY,,,,,,,,,,,,,,,,
,9,52235,30,TB_DK_Uther,Uther of the Ebon Blade,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,9,52234,30,TB_DK_Valeera,Valeera the Hollow,HERO,BATTLECRY,,,,,,,,,,,,,,,,
,0,53150,,TB_DK_Valeera_HP,Death's Shadow,HERO_POWER,,,,,,,,,,,,,,,,,
0,4,41914,10,TB_Dorothee_001,Dorothee,MINION,UNTOUCHABLE,,,,,,,,,,,,,,,,
,,17264,,TB_EndlessMinions01,Endless Enchantment,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,38995,,TB_Face_Ench1,Safe,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,39009,,TB_FactionWar_Boss_Rag_0,Swat Fly,HERO_POWER,,,,,,,,,,,,,,,,,
,4,51161,,TB_Firefest2_001,MELT!,SPELL,,,,,,,,,,,,,,,,,
,0,51440,,TB_Firefest2_002,"FREEZE, INSECT!",SPELL,,,,,,,,,,,,,,,,,
,1,51530,,TB_Firefest2_003,Celebrate Fire Festival,SPELL,,,,,,,,,,,,,,,,,
,,51531,,TB_Firefest2_003e,Firey,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,51537,,TB_Firefest2_004,CHILL!,SPELL,FREEZE,,,,,,,,,,,,,,,,
,2,51538,,TB_Firefest2_005,Frostbite,SPELL,,,,,,,,,,,,,,,,,
,,51539,,TB_Firefest2_005e,Frostbitten,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,50818,60,TB_Firefest2_Ahune_H,Ahune The Frostlord,HERO,,,,,,,,,,,,,,,,,
,2,51157,,TB_Firefest2_Ahune_HP,Freezing Touch,HERO_POWER,,,,,,,,,,,,,,,,,
,,50817,60,TB_Firefest2_Rag_H,Ragnaros the Firelord,HERO,,,,,,,,,,,,,,,,,
,0,50826,,TB_Firefest2a,Move Over! (Ahune 1st),SPELL,,,,,,,,,,,,,,,,,
,0,51665,,TB_Firefest2b,Move Over! (Ahune to Ragnaros),SPELL,,,,,,,,,,,,,,,,,
,0,51666,,TB_Firefest2c,Move Over! (Ragnaros to Ahune),SPELL,,,,,,,,,,,,,,,,,
,0,51667,,TB_Firefest2d,Move Over! (Ragnaros fully replaces Ahune),SPELL,,,,,,,,,,,,,,,,,
,,46214,,TB_FireFestEnch,Conflagrate,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,8,46013,1,TB_FireFestival_Brazier,Brazier,MINION,IMMUNE,ELEMENTAL,,,,,,,,,,,,,,,
1,8,46012,1,TB_FireFestival_Fireworks,Fireworks,MINION,IMMUNE,ELEMENTAL,,,,,,,,,,,,,,,
2,1,45854,3,TB_FireFestival_MRag,Mini-Rag,MINION,CANT_ATTACK,ELEMENTAL,,,,,,,,,,,,,,,
,1,49505,,TB_FoxBlessing,Blessing of the Raven,SPELL,,,,,,,,,,,,,,,,,
,1,49506,,TB_FoxBlessing1,Leech Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,49507,,TB_FoxBlessing2,Deadly Blessing,ENCHANTMENT,POISONOUS,,,,,,,,,,,,,,,,
,1,49508,,TB_FoxBlessing3,Swordmaster Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,49545,,TB_FoxBlessing4,MEGA BLESSING!,ENCHANTMENT,WINDFURY,,,,,,,,,,,,,,,,
,1,49547,,TB_FoxBlessing5,Stealth Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,49553,,TB_FoxBlessing6,Charge Blessing,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49554,,TB_FoxBlessingEnch,Fox Blessing Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
